Date|Time|Location|Wind Direction|Wind Speed (kts)|Weather|Temp (C)|Humidity (%)|Rain (mm)|Pressure (hPa)
26-DEC-2017|19:00|FINNER DONEGAL(A)|N|07|FAIR|2|86|0.0|993
26-DEC-2017|19:00|GURTEEN TIPPERARY(A|N|09|FAIR|1|96|0.0|991
26-DEC-2017|19:00|JOHNSTOWN CASTLE(A)|N|15|RECENT DRIZZLE|5|84|Trace|986
26-DEC-2017|19:00|KNOCK AIRPORT(P)|N|07|FINE|1|94|Trace|993
26-DEC-2017|19:00|MACE HEAD GALWAY(A)|N|15|FAIR|5|73|0.0|993
26-DEC-2017|19:00|MALIN HEAD(A)|N|15|FAIR|5|61|0.0|992
26-DEC-2017|19:00|MARKREE SLIGO(A)|--|--|--|2|87|0.0|993
26-DEC-2017|19:00|MOOREPARK CORK(A)|N|12 Gust 24|--|4|78|0.0|989
26-DEC-2017|19:00|MT DILLON ROSCOM(A)|N|06|--|2|94|0.0|992
26-DEC-2017|19:00|MULLINGAR(A)|N|05|FAIR|2|96|0.0|991
26-DEC-2017|19:00|NEWPORT MAYO(A)|NE|06|--|3|89|0.0|994
26-DEC-2017|19:00|OAK PARK CARLOW(A)|N|11 Gust 22|CLOUDY|2|93|0.0|989
26-DEC-2017|19:00|PHOENIX PARK(A)|--|--|--|3|88|0.0|990
26-DEC-2017|19:00|ROCHES POINT(A)|N|21 Gust 32|RECENT RAIN|4|83|0.3|987
26-DEC-2017|19:00|SHANNON AIRPORT|N|11|FINE|2|93|Trace|991
26-DEC-2017|19:00|SHERKIN ISLAND(A)|N|26 Gust 37|- n/a -|5|77|0.0|988
26-DEC-2017|19:00|VALENTIA(A)|NE|16 Gust 33|FAIR|6|74|0.0|991
26-DEC-2017|20:00|ATHENRY GALWAY(A)|N|08|--|2|92|0.0|993
26-DEC-2017|20:00|BALLYHAISE CAVAN(A)|N|04|FAIR|1|97|0.0|992
26-DEC-2017|20:00|BELMULLET(A)|N|13|RAIN SHOWER|5|65|0.1|995
26-DEC-2017|20:00|CASEMENT AERODROME|N|07|CLOUDY|3|89|0.0|990
26-DEC-2017|20:00|CLAREMORRIS(A)|N|07|--|2|92|0.1|994
26-DEC-2017|20:00|CORK AIRPORT|N|15 Gust 28|CLOUDY|2|93|0.0|990
26-DEC-2017|20:00|DUBLIN AIRPORT|N|11|CLOUDY|2|92|0.0|990
26-DEC-2017|20:00|DUNSANY MEATH(A)|N|06|--|2|95|0.0|990
26-DEC-2017|20:00|FINNER DONEGAL(A)|N|14|SHOWERY PRECIP|2|88|0.1|993
26-DEC-2017|20:00|GURTEEN TIPPERARY(A|N|08|FAIR|1|96|0.0|992
26-DEC-2017|20:00|JOHNSTOWN CASTLE(A)|N|14 Gust 26|CLOUDY|4|82|0.0|987
26-DEC-2017|20:00|KNOCK AIRPORT(P)|NW|07|FAIR|1|94|Trace|994
26-DEC-2017|20:00|MACE HEAD GALWAY(A)|N|15|FAIR|5|77|0.0|994
26-DEC-2017|20:00|MALIN HEAD(A)|N|20|FAIR|5|71|0.0|992
26-DEC-2017|20:00|MARKREE SLIGO(A)|--|--|--|2|88|0.0|993
26-DEC-2017|20:00|MOOREPARK CORK(A)|N|09|--|3|81|0.0|990
26-DEC-2017|20:00|MT DILLON ROSCOM(A)|NW|06|--|1|95|0.0|992
26-DEC-2017|20:00|MULLINGAR(A)|N|07|FAIR|1|94|0.0|991
26-DEC-2017|20:00|NEWPORT MAYO(A)|N|08|--|4|85|0.0|995
26-DEC-2017|20:00|OAK PARK CARLOW(A)|N|11|CLOUDY|3|90|0.0|990
26-DEC-2017|20:00|PHOENIX PARK(A)|--|--|--|3|88|0.0|990
26-DEC-2017|20:00|ROCHES POINT(A)|N|22 Gust 36|CLOUDY|4|82|0.0|988
26-DEC-2017|20:00|SHANNON AIRPORT|N|12|FINE|2|94|Trace|992
26-DEC-2017|20:00|SHERKIN ISLAND(A)|N|27 Gust 38|- n/a -|5|76|0.0|990
26-DEC-2017|20:00|VALENTIA(A)|N|15 Gust 25|CLOUDY|6|72|0.0|993
26-DEC-2017|21:00|ATHENRY GALWAY(A)|NW|06|--|1|93|0.0|994
26-DEC-2017|21:00|BALLYHAISE CAVAN(A)|NW|06|FAIR|1|96|0.0|992
26-DEC-2017|21:00|BELMULLET(A)|N|13 Gust 27|FAIR|4|71|0.0|996
26-DEC-2017|21:00|CASEMENT AERODROME|N|06|FAIR|2|92|Trace|990
26-DEC-2017|21:00|CLAREMORRIS(A)|NW|06|--|2|93|0.0|995
26-DEC-2017|21:00|CORK AIRPORT|N|17|CLOUDY|2|91|0.0|991
26-DEC-2017|21:00|DUBLIN AIRPORT|N|13|CLOUDY|2|91|0.0|990
26-DEC-2017|21:00|DUNSANY MEATH(A)|N|08|--|1|95|0.0|991
26-DEC-2017|21:00|FINNER DONEGAL(A)|NW|08|FAIR|3|77|0.0|994
26-DEC-2017|21:00|GURTEEN TIPPERARY(A|N|08|FAIR|1|93|0.0|992
26-DEC-2017|21:00|JOHNSTOWN CASTLE(A)|N|12 Gust 27|CLOUDY|3|85|0.0|987
26-DEC-2017|21:00|KNOCK AIRPORT(P)|N|06|- n/a -|1|92|0.0|994
26-DEC-2017|21:00|MACE HEAD GALWAY(A)|N|15|LIGHT RAIN|5|79|Trace|995
26-DEC-2017|21:00|MALIN HEAD(A)|N|15 Gust 28|RECENT RAIN|4|81|0.3|993
26-DEC-2017|21:00|MARKREE SLIGO(A)|--|--|--|1|88|0.0|994
26-DEC-2017|21:00|MOOREPARK CORK(A)|N|08 Gust 22|--|3|83|0.0|991
26-DEC-2017|21:00|MT DILLON ROSCOM(A)|NW|07|--|1|95|0.0|993
26-DEC-2017|21:00|MULLINGAR(A)|NW|06|FAIR|1|94|0.0|992
26-DEC-2017|21:00|NEWPORT MAYO(A)|N|08|--|3|78|0.1|995
26-DEC-2017|21:00|OAK PARK CARLOW(A)|N|10|CLOUDY|2|92|0.1|990
26-DEC-2017|21:00|PHOENIX PARK(A)|--|--|--|2|88|0.0|990
26-DEC-2017|21:00|ROCHES POINT(A)|N|24 Gust 36|CLOUDY|4|84|0.0|990
26-DEC-2017|21:00|SHANNON AIRPORT|NW|11|FINE|2|92|Trace|994
26-DEC-2017|21:00|SHERKIN ISLAND(A)|N|16 Gust 35|- n/a -|5|79|0.0|993
26-DEC-2017|21:00|VALENTIA(A)|N|21 Gust 34|FAIR|6|64|0.0|995
26-DEC-2017|22:00|ATHENRY GALWAY(A)|NW|06|--|1|92|0.0|995
26-DEC-2017|22:00|BALLYHAISE CAVAN(A)|NW|07|FAIR|0|95|0.0|993
26-DEC-2017|22:00|BELMULLET(A)|N|24 Gust 41|RAIN SHOWER|4|83|Trace|997
26-DEC-2017|22:00|CASEMENT AERODROME|NW|05|FAIR|2|91|Trace|991
26-DEC-2017|22:00|CLAREMORRIS(A)|NW|06|--|1|86|0.0|995
26-DEC-2017|22:00|CORK AIRPORT|N|15 Gust 27|FAIR|2|90|0.0|993
26-DEC-2017|22:00|DUBLIN AIRPORT|N|15|FAIR|1|89|0.0|991
26-DEC-2017|22:00|DUNSANY MEATH(A)|NW|07|--|1|90|0.0|992
26-DEC-2017|22:00|FINNER DONEGAL(A)|NW|11|FAIR|3|77|0.0|994
26-DEC-2017|22:00|GURTEEN TIPPERARY(A|NW|08|FAIR|1|94|0.0|994
26-DEC-2017|22:00|JOHNSTOWN CASTLE(A)|N|15 Gust 27|PRECIPITATION|3|86|Trace|988
26-DEC-2017|22:00|KNOCK AIRPORT(P)|NW|09|- n/a -|1|82|0.0|995
26-DEC-2017|22:00|MACE HEAD GALWAY(A)|N|14 Gust 25|RECENT RAIN|5|74|Trace|996
26-DEC-2017|22:00|MALIN HEAD(A)|N|15 Gust 26|LIGHT RAIN|5|77|Trace|993
26-DEC-2017|22:00|MARKREE SLIGO(A)|--|--|--|2|79|0.0|995
26-DEC-2017|22:00|MOOREPARK CORK(A)|NW|10 Gust 23|--|3|88|0.0|993
26-DEC-2017|22:00|MT DILLON ROSCOM(A)|NW|08|--|1|94|0.0|994
26-DEC-2017|22:00|MULLINGAR(A)|NW|05|FAIR|1|94|0.0|993
26-DEC-2017|22:00|NEWPORT MAYO(A)|N|06|--|3|80|0.0|996
26-DEC-2017|22:00|OAK PARK CARLOW(A)|NW|11|FAIR|2|91|0.0|991
26-DEC-2017|22:00|PHOENIX PARK(A)|--|--|--|2|88|0.0|991
26-DEC-2017|22:00|ROCHES POINT(A)|N|20 Gust 34|FAIR|4|84|0.0|992
26-DEC-2017|22:00|SHANNON AIRPORT|N|06|FAIR|2|91|Trace|995
26-DEC-2017|22:00|SHERKIN ISLAND(A)|N|21 Gust 31|- n/a -|5|73|0.0|994
26-DEC-2017|22:00|VALENTIA(A)|N|15 Gust 34|FAIR|7|63|0.0|996
26-DEC-2017|23:00|ATHENRY GALWAY(A)|NW|07|--|1|90|0.0|996
26-DEC-2017|23:00|BALLYHAISE CAVAN(A)|NW|03|FAIR|0|95|0.0|993
26-DEC-2017|23:00|BELMULLET(A)|N|13 Gust 35|RECENT RAIN|4|80|0.2|997
26-DEC-2017|23:00|CASEMENT AERODROME|NW|06|FINE|1|90|Trace|992
26-DEC-2017|23:00|CLAREMORRIS(A)|NW|07|--|1|88|0.0|996
26-DEC-2017|23:00|CORK AIRPORT|NW|18 Gust 31|FAIR|1|94|Trace|994
26-DEC-2017|23:00|DUBLIN AIRPORT|NW|12 Gust 22|FINE|1|91|0.0|992
26-DEC-2017|23:00|DUNSANY MEATH(A)|NW|08|--|1|91|0.0|992
26-DEC-2017|23:00|FINNER DONEGAL(A)|N|08|FAIR|2|85|0.0|995
26-DEC-2017|23:00|GURTEEN TIPPERARY(A|NW|08|FAIR|1|91|0.0|994
26-DEC-2017|23:00|JOHNSTOWN CASTLE(A)|N|15 Gust 27|RECENT DRIZZLE|3|85|Trace|990
26-DEC-2017|23:00|KNOCK AIRPORT(P)|N|10|- n/a -|1|89|0.1|996
26-DEC-2017|23:00|MACE HEAD GALWAY(A)|N|14|FAIR|5|73|0.0|997
26-DEC-2017|23:00|MALIN HEAD(A)|N|25 Gust 34|RAIN SHOWER|5|83|0.1|993
26-DEC-2017|23:00|MARKREE SLIGO(A)|--|--|--|2|84|0.0|995
26-DEC-2017|23:00|MOOREPARK CORK(A)|NW|06|--|2|87|0.0|994
26-DEC-2017|23:00|MT DILLON ROSCOM(A)|NW|07|--|1|91|0.0|994
26-DEC-2017|23:00|MULLINGAR(A)|NW|05|FAIR|1|90|0.0|993
26-DEC-2017|23:00|NEWPORT MAYO(A)|N|07 Gust 26|--|2|89|0.3|997
26-DEC-2017|23:00|OAK PARK CARLOW(A)|N|12|FAIR|1|90|0.0|992
26-DEC-2017|23:00|PHOENIX PARK(A)|--|--|--|1|88|0.0|992
26-DEC-2017|23:00|ROCHES POINT(A)|NW|25|FAIR|4|85|0.0|993
26-DEC-2017|23:00|SHANNON AIRPORT|NW|08|FINE|3|89|Trace|996
26-DEC-2017|23:00|SHERKIN ISLAND(A)|N|19|- n/a -|5|71|0.0|996
26-DEC-2017|23:00|VALENTIA(A)|N|16 Gust 37|RAIN SHOWER|6|64|0.2|997
27-DEC-2017|00:00|ATHENRY GALWAY(A)|NW|09|--|1|89|0.0|996
27-DEC-2017|00:00|BALLYHAISE CAVAN(A)|W|03|FAIR|0|95|0.0|994
27-DEC-2017|00:00|BELMULLET(A)|N|11 Gust 35|RAIN SHOWER|4|80|1.3|998
27-DEC-2017|00:00|CASEMENT AERODROME|NW|07|FINE|0|92|Trace|993
27-DEC-2017|00:00|CLAREMORRIS(A)|NW|06|--|1|91|0.0|997
27-DEC-2017|00:00|CORK AIRPORT|NW|15 Gust 27|FAIR|2|93|Trace|995
27-DEC-2017|00:00|DUBLIN AIRPORT|NW|14|FINE|0|86|0.0|992
27-DEC-2017|00:00|DUNSANY MEATH(A)|NW|06|--|0|92|0.0|993
27-DEC-2017|00:00|FINNER DONEGAL(A)|NW|11|RAIN SHOWER|3|84|Trace|995
27-DEC-2017|00:00|GURTEEN TIPPERARY(A|NW|07|FAIR|0|93|0.0|995
27-DEC-2017|00:00|JOHNSTOWN CASTLE(A)|N|15 Gust 29|FAIR|2|82|0.0|990
27-DEC-2017|00:00|KNOCK AIRPORT(P)|NW|11 Gust 23|- n/a -|1|87|0.1|996
27-DEC-2017|00:00|MACE HEAD GALWAY(A)|NW|15 Gust 28|RECENT RAIN|4|83|Trace|997
27-DEC-2017|00:00|MALIN HEAD(A)|N|23 Gust 35|RECENT DRIZZLE|5|79|Trace|994
27-DEC-2017|00:00|MARKREE SLIGO(A)|--|--|--|3|82|0.0|995
27-DEC-2017|00:00|MOOREPARK CORK(A)|NW|09|--|2|89|0.0|995
27-DEC-2017|00:00|MT DILLON ROSCOM(A)|NW|07|--|0|92|0.0|995
27-DEC-2017|00:00|MULLINGAR(A)|NW|05|FAIR|0|92|0.0|994
27-DEC-2017|00:00|NEWPORT MAYO(A)|N|14|--|5|77|0.0|997
27-DEC-2017|00:00|OAK PARK CARLOW(A)|NW|11|FAIR|1|88|0.0|993
27-DEC-2017|00:00|PHOENIX PARK(A)|--|--|--|1|85|0.0|992
27-DEC-2017|00:00|ROCHES POINT(A)|NW|23 Gust 34|FAIR|3|85|0.0|994
27-DEC-2017|00:00|SHANNON AIRPORT|NW|12|FINE|3|82|Trace|996
27-DEC-2017|00:00|SHERKIN ISLAND(A)|N|13 Gust 27|- n/a -|5|72|0.0|997
27-DEC-2017|00:00|VALENTIA(A)|N|15 Gust 29|FAIR|7|60|0.2|998
27-DEC-2017|01:00|ATHENRY GALWAY(A)|NW|16|--|2|89|0.0|997
27-DEC-2017|01:00|BALLYHAISE CAVAN(A)|W|03|FAIR|-1|96|0.0|993
27-DEC-2017|01:00|BELMULLET(A)|N|22 Gust 35|CLOUDY|5|76|0.0|999
27-DEC-2017|01:00|CASEMENT AERODROME|NW|08|FINE|0|88|Trace|993
27-DEC-2017|01:00|CLAREMORRIS(A)|NE|04 Gust 21|--|1|94|0.8|997
27-DEC-2017|01:00|CORK AIRPORT|NW|17|FAIR|2|90|Trace|995
27-DEC-2017|01:00|DUBLIN AIRPORT|NW|13|FINE|0|87|0.0|992
27-DEC-2017|01:00|DUNSANY MEATH(A)|NW|06|--|0|90|0.0|993
27-DEC-2017|01:00|FINNER DONEGAL(A)|N|11|SHOWERY PRECIP|4|83|Trace|995
27-DEC-2017|01:00|GURTEEN TIPPERARY(A|W|08|FAIR|0|92|0.0|995
27-DEC-2017|01:00|JOHNSTOWN CASTLE(A)|N|15 Gust 28|FAIR|2|83|0.0|991
27-DEC-2017|01:00|KNOCK AIRPORT(P)|N|07 Gust 30|- n/a -|1|94|0.6|997
27-DEC-2017|01:00|MACE HEAD GALWAY(A)|N|13|CLOUDY|4|83|0.0|998
27-DEC-2017|01:00|MALIN HEAD(A)|N|26 Gust 39|RECENT RAIN|5|81|0.2|994
27-DEC-2017|01:00|MARKREE SLIGO(A)|--|--|--|3|85|0.1|996
27-DEC-2017|01:00|MOOREPARK CORK(A)|N|05|--|2|89|0.0|996
27-DEC-2017|01:00|MT DILLON ROSCOM(A)|NW|08|--|1|93|0.0|995
27-DEC-2017|01:00|MULLINGAR(A)|W|07|FAIR|0|91|0.0|994
27-DEC-2017|01:00|NEWPORT MAYO(A)|NW|11 Gust 24|--|5|79|0.0|997
27-DEC-2017|01:00|OAK PARK CARLOW(A)|NW|12|FAIR|1|84|0.0|993
27-DEC-2017|01:00|PHOENIX PARK(A)|--|--|--|0|86|0.0|993
27-DEC-2017|01:00|ROCHES POINT(A)|NW|22|FAIR|4|84|0.0|995
27-DEC-2017|01:00|SHANNON AIRPORT|NW|10|FINE|3|82|Trace|997
27-DEC-2017|01:00|SHERKIN ISLAND(A)|NW|11|- n/a -|5|73|0.0|998
27-DEC-2017|01:00|VALENTIA(A)|N|12 Gust 34|RAIN SHOWER|5|74|0.2|999
27-DEC-2017|02:00|ATHENRY GALWAY(A)|NW|15|--|2|88|0.0|997
27-DEC-2017|02:00|BALLYHAISE CAVAN(A)|NW|06|FAIR|0|94|0.0|994
27-DEC-2017|02:00|BELMULLET(A)|N|15 Gust 35|SHOWERY PRECIP|5|71|Trace|999
27-DEC-2017|02:00|CASEMENT AERODROME|W|07|FINE|-1|92|Trace|993
27-DEC-2017|02:00|CLAREMORRIS(A)|NW|14|--|2|85|0.5|997
27-DEC-2017|02:00|CORK AIRPORT|NW|15 Gust 25|FAIR|2|85|Trace|997
27-DEC-2017|02:00|DUBLIN AIRPORT|NW|11|FINE|0|90|0.0|993
27-DEC-2017|02:00|DUNSANY MEATH(A)|NW|06|--|0|89|0.0|993
27-DEC-2017|02:00|FINNER DONEGAL(A)|N|12|RECENT DRIZZLE|4|77|Trace|996
27-DEC-2017|02:00|GURTEEN TIPPERARY(A|W|09|FAIR|0|92|0.0|996
27-DEC-2017|02:00|JOHNSTOWN CASTLE(A)|NW|13 Gust 25|FAIR|2|79|0.0|992
27-DEC-2017|02:00|KNOCK AIRPORT(P)|NW|12|- n/a -|2|82|0.1|997
27-DEC-2017|02:00|MACE HEAD GALWAY(A)|N|17|CLOUDY|5|70|0.1|998
27-DEC-2017|02:00|MALIN HEAD(A)|N|31 Gust 42|FAIR|5|71|0.0|994
27-DEC-2017|02:00|MARKREE SLIGO(A)|--|--|--|3|88|0.5|996
27-DEC-2017|02:00|MOOREPARK CORK(A)|NW|10|--|2|83|0.0|996
27-DEC-2017|02:00|MT DILLON ROSCOM(A)|NW|09|--|1|92|0.0|995
27-DEC-2017|02:00|MULLINGAR(A)|W|07|FAIR|0|94|0.0|994
27-DEC-2017|02:00|NEWPORT MAYO(A)|N|18 Gust 34|--|4|75|0.4|998
27-DEC-2017|02:00|OAK PARK CARLOW(A)|NW|08 Gust 21|FAIR|1|85|0.0|994
27-DEC-2017|02:00|PHOENIX PARK(A)|--|--|--|0|88|0.0|993
27-DEC-2017|02:00|ROCHES POINT(A)|NW|22|FAIR|4|80|0.0|995
27-DEC-2017|02:00|SHANNON AIRPORT|NW|19 Gust 31|RAIN SHOWER|3|84|Trace|997
27-DEC-2017|02:00|SHERKIN ISLAND(A)|NW|11 Gust 32|- n/a -|4|83|0.5|998
27-DEC-2017|02:00|VALENTIA(A)|N|16 Gust 29|RAIN SHOWER|6|71|Trace|999
27-DEC-2017|03:00|ATHENRY GALWAY(A)|W|11|--|2|90|0.0|998
27-DEC-2017|03:00|BALLYHAISE CAVAN(A)|N|08|FAIR|2|89|0.0|995
27-DEC-2017|03:00|BELMULLET(A)|N|20 Gust 31|RAIN SHOWER|4|76|Trace|1000
27-DEC-2017|03:00|CASEMENT AERODROME|W|11|CLOUDY|0|92|Trace|994
27-DEC-2017|03:00|CLAREMORRIS(A)|NW|10 Gust 28|--|2|90|0.1|998
27-DEC-2017|03:00|CORK AIRPORT|NW|19|FAIR|2|82|Trace|997
27-DEC-2017|03:00|DUBLIN AIRPORT|NW|13|CLOUDY|0|90|0.0|993
27-DEC-2017|03:00|DUNSANY MEATH(A)|W|04|--|0|91|0.0|994
27-DEC-2017|03:00|FINNER DONEGAL(A)|N|15|FAIR|3|82|0.0|997
27-DEC-2017|03:00|GURTEEN TIPPERARY(A|NW|11|FAIR|1|90|0.0|997
27-DEC-2017|03:00|JOHNSTOWN CASTLE(A)|NW|14|FAIR|2|80|0.0|993
27-DEC-2017|03:00|KNOCK AIRPORT(P)|NW|10 Gust 32|- n/a -|2|85|0.0|998
27-DEC-2017|03:00|MACE HEAD GALWAY(A)|N|16 Gust 36|CLOUDY|5|76|0.0|1000
27-DEC-2017|03:00|MALIN HEAD(A)|N|25 Gust 41|MODERATE RAIN|4|81|0.8|996
27-DEC-2017|03:00|MARKREE SLIGO(A)|--|--|--|4|81|0.6|997
27-DEC-2017|03:00|MOOREPARK CORK(A)|NW|11 Gust 22|--|2|84|0.0|997
27-DEC-2017|03:00|MT DILLON ROSCOM(A)|NW|12|--|3|87|0.0|996
27-DEC-2017|03:00|MULLINGAR(A)|NW|05|FAIR|0|92|0.0|995
27-DEC-2017|03:00|NEWPORT MAYO(A)|N|06 Gust 27|--|2|89|0.2|999
27-DEC-2017|03:00|OAK PARK CARLOW(A)|NW|10|FAIR|1|86|0.0|994
27-DEC-2017|03:00|PHOENIX PARK(A)|--|--|--|1|88|0.0|994
27-DEC-2017|03:00|ROCHES POINT(A)|NW|27|FAIR|4|77|0.0|997
27-DEC-2017|03:00|SHANNON AIRPORT|NW|12 Gust 26|RECENT SHOWER|2|90|Trace|998
27-DEC-2017|03:00|SHERKIN ISLAND(A)|NW|13|- n/a -|5|73|0.1|999
27-DEC-2017|03:00|VALENTIA(A)|N|13 Gust 28|FAIR|6|70|0.0|1001
27-DEC-2017|04:00|ATHENRY GALWAY(A)|NW|09 Gust 24|--|2|89|0.0|999
27-DEC-2017|04:00|BALLYHAISE CAVAN(A)|NW|13 Gust 23|FAIR|2|90|0.0|996
27-DEC-2017|04:00|BELMULLET(A)|N|16 Gust 29|FAIR|5|69|0.0|1000
27-DEC-2017|04:00|CASEMENT AERODROME|W|10|CLOUDY|0|94|Trace|995
27-DEC-2017|04:00|CLAREMORRIS(A)|NW|07|--|1|95|0.4|999
27-DEC-2017|04:00|CORK AIRPORT|NW|17 Gust 28|FAIR|2|88|Trace|998
27-DEC-2017|04:00|DUBLIN AIRPORT|NW|14|FINE|1|92|0.0|994
27-DEC-2017|04:00|DUNSANY MEATH(A)|NW|06|--|1|90|0.0|995
27-DEC-2017|04:00|FINNER DONEGAL(A)|N|10 Gust 26|RECENT RAIN|2|85|0.1|998
27-DEC-2017|04:00|GURTEEN TIPPERARY(A|NW|11|SHOWERY PRECIP|2|85|Trace|997
27-DEC-2017|04:00|JOHNSTOWN CASTLE(A)|NW|14|FAIR|2|83|0.0|994
27-DEC-2017|04:00|KNOCK AIRPORT(P)|N|09|- n/a -|1|94|0.6|999
27-DEC-2017|04:00|MACE HEAD GALWAY(A)|NE|11 Gust 23|RAIN SHOWER|4|81|Trace|1001
27-DEC-2017|04:00|MALIN HEAD(A)|N|25 Gust 35|RAIN SHOWER|5|76|0.3|996
27-DEC-2017|04:00|MARKREE SLIGO(A)|--|--|--|2|87|0.0|998
27-DEC-2017|04:00|MOOREPARK CORK(A)|NW|10|--|2|85|0.0|998
27-DEC-2017|04:00|MT DILLON ROSCOM(A)|NW|09|--|2|84|0.0|997
27-DEC-2017|04:00|MULLINGAR(A)|NW|08|CLOUDY|1|88|0.0|996
27-DEC-2017|04:00|NEWPORT MAYO(A)|N|09 Gust 28|--|4|75|0.0|1000
27-DEC-2017|04:00|OAK PARK CARLOW(A)|NW|10|FAIR|2|84|0.0|996
27-DEC-2017|04:00|PHOENIX PARK(A)|--|--|--|1|89|0.0|994
27-DEC-2017|04:00|ROCHES POINT(A)|NW|24 Gust 36|FAIR|4|78|0.0|997
27-DEC-2017|04:00|SHANNON AIRPORT|NW|14 Gust 35|RECENT SHOWER|3|84|Trace|999
27-DEC-2017|04:00|SHERKIN ISLAND(A)|N|13 Gust 26|- n/a -|5|69|0.0|1000
27-DEC-2017|04:00|VALENTIA(A)|N|13 Gust 23|FAIR|6|68|0.0|1002
27-DEC-2017|05:00|ATHENRY GALWAY(A)|NW|10|--|1|93|0.7|1000
27-DEC-2017|05:00|BALLYHAISE CAVAN(A)|N|07 Gust 26|RAIN SHOWER|1|93|0.1|997
27-DEC-2017|05:00|BELMULLET(A)|N|15 Gust 29|FAIR|5|67|0.0|1001
27-DEC-2017|05:00|CASEMENT AERODROME|W|11|FAIR|1|93|Trace|996
27-DEC-2017|05:00|CLAREMORRIS(A)|W|04|--|1|95|0.3|1000
27-DEC-2017|05:00|CORK AIRPORT|NW|17|FAIR|2|84|Trace|999
27-DEC-2017|05:00|DUBLIN AIRPORT|NW|12|CLOUDY|1|91|0.0|995
27-DEC-2017|05:00|DUNSANY MEATH(A)|NW|09|--|1|89|0.0|996
27-DEC-2017|05:00|FINNER DONEGAL(A)|NW|14|RAIN SHOWER|2|89|0.3|999
27-DEC-2017|05:00|GURTEEN TIPPERARY(A|NW|12 Gust 22|FAIR|2|85|0.0|998
27-DEC-2017|05:00|JOHNSTOWN CASTLE(A)|NW|13|CLOUDY|2|82|0.0|995
27-DEC-2017|05:00|KNOCK AIRPORT(P)|NW|09|- n/a -|1|92|0.4|1000
27-DEC-2017|05:00|MACE HEAD GALWAY(A)|N|11 Gust 35|RECENT RAIN|3|87|0.1|1001
27-DEC-2017|05:00|MALIN HEAD(A)|NW|25 Gust 37|RAIN SHOWER|3|84|0.3|996
27-DEC-2017|05:00|MARKREE SLIGO(A)|--|--|--|2|88|1.0|999
27-DEC-2017|05:00|MOOREPARK CORK(A)|NW|11 Gust 23|--|3|82|0.0|999
27-DEC-2017|05:00|MT DILLON ROSCOM(A)|NW|12|--|3|85|0.0|998
27-DEC-2017|05:00|MULLINGAR(A)|NW|06|FAIR|1|88|0.0|997
27-DEC-2017|05:00|NEWPORT MAYO(A)|N|14|--|5|67|0.0|1000
27-DEC-2017|05:00|OAK PARK CARLOW(A)|NW|09 Gust 22|FAIR|2|85|0.0|996
27-DEC-2017|05:00|PHOENIX PARK(A)|--|--|--|2|87|0.0|995
27-DEC-2017|05:00|ROCHES POINT(A)|NW|26 Gust 34|FAIR|4|78|0.0|998
27-DEC-2017|05:00|SHANNON AIRPORT|NW|13|FINE|3|84|0.0|1000
27-DEC-2017|05:00|SHERKIN ISLAND(A)|N|12|- n/a -|5|76|0.0|1001
27-DEC-2017|05:00|VALENTIA(A)|N|19 Gust 31|MOD. DRIZZLE|5|82|Trace|1002
27-DEC-2017|06:00|ATHENRY GALWAY(A)|NW|06|--|1|95|0.5|1001
27-DEC-2017|06:00|BALLYHAISE CAVAN(A)|NW|06|RECENT RAIN|1|90|0.1|998
27-DEC-2017|06:00|BELMULLET(A)|N|15 Gust 26|FAIR|5|68|0.0|1001
27-DEC-2017|06:00|CASEMENT AERODROME|NW|11|FAIR|1|90|Trace|996
27-DEC-2017|06:00|CLAREMORRIS(A)|N|08 Gust 21|--|2|88|0.1|1001
27-DEC-2017|06:00|CORK AIRPORT|NW|13 Gust 24|FAIR|2|85|Trace|1000
27-DEC-2017|06:00|DUBLIN AIRPORT|NW|15|RECENT SHOWER|1|90|Trace|996
27-DEC-2017|06:00|DUNSANY MEATH(A)|NW|11|--|1|85|0.0|996
27-DEC-2017|06:00|FINNER DONEGAL(A)|NW|05|RECENT SNOW|1|90|0.8|999
27-DEC-2017|06:00|GURTEEN TIPPERARY(A|NW|13|PRECIPITATION|1|91|Trace|1000
27-DEC-2017|06:00|JOHNSTOWN CASTLE(A)|NW|12 Gust 23|FAIR|3|79|0.0|996
27-DEC-2017|06:00|KNOCK AIRPORT(P)|N|04 Gust 37|SNOW SHOWER|1|96|0.1|1000
27-DEC-2017|06:00|MACE HEAD GALWAY(A)|NW|18|RECENT RAIN|5|77|0.2|1001
27-DEC-2017|06:00|MALIN HEAD(A)|N|25 Gust 36|MOD RAIN SHOWER|5|77|0.6|996
27-DEC-2017|06:00|MARKREE SLIGO(A)|--|--|--|1|90|0.1|1000
27-DEC-2017|06:00|MOOREPARK CORK(A)|NW|10|--|2|84|0.0|1000
27-DEC-2017|06:00|MT DILLON ROSCOM(A)|NW|09|--|2|86|0.0|999
27-DEC-2017|06:00|MULLINGAR(A)|NW|09|FAIR|1|86|0.0|998
27-DEC-2017|06:00|NEWPORT MAYO(A)|NW|14|--|4|72|0.0|1001
27-DEC-2017|06:00|OAK PARK CARLOW(A)|NW|09 Gust 21|FAIR|2|84|0.0|997
27-DEC-2017|06:00|PHOENIX PARK(A)|--|--|--|2|86|0.0|996
